name;price;display_size;display_tech;back_cam;front_cam;CPU;RAM;storage_cap;battery;resolution;screen_func;os;refresh_rate;GPU;waterproof;max_charging
vivo x fold2;0.0;8.03 inches;LTPO AMOLED;Camera góc rộng: 50MP, f/1.8, Laser AF, OISCamera kính viễn vọng: 12 MP, f/3.4, 125mm, OIS, 5x optical zoom  Camera Tele: 12 MP, f/2.0, 47mm, PDAF;Camera góc rộng: 16 MP, f/2.5 Camera phụ: 16MP, f/2.5;Snapdragon 8 Gen 2 (4 nm);12 GB;256 GB;4800 mAh;1916 x 2160 pixels;"Màn hình chính: 8.03 "", Foldable LTPO AMOLEDMàn hình phụ: 6.53"" Tần số quét 120Hz, HDR10+";Android 13;;;;
xiaomi poco c50;0.0;6.7 inches;IPS LCD;Camera chính: 50MP,  f/1.8  Camera chiều sâu: 2 MP, f/2.4;5 MP;Snapdragon 680;4 GB;64 GB;5000 mAh;;;;;;;
tecno pop 6 pro;0.0;6.6 inches;IPS LCD;8 MP, f/2.0, QVGA;5 MP;Mediatek MT6761 Helio A22 (12 nm);2 GB;32 GB;5000 mAh;720 x 1612 (HD+);;Android 12;;;;
masstel tab 8 pro;0.0;8.0 inches;IPS LCD;5 MP;2 MP;MediaTek MT8321 4 nhân;2 GB;16 GB;4000 mAh;800 x 1280 pixels;16.7 Triệu màu;Android 9;;;;
masstel izi 26;0.0;2.4 inches;TFT LCD;;;Unisoc T107;;128 MB;1800 mAh;240 x 320 pixels;QVGA;;;;;
vivo y18e;0.0;6.56 inches;LCD;Cảm biến chính: 13 MP, f/2.2 Ống kính phụ: 0.08 MP,  f/3.0, có sự hỗ trợ của đèn flash LED.;5 MP, f/2.2;MediaTek Helio G85;4 GB;64 GB;5000 mAh;1612x720 (HD+);Tốc độ làm mới lên tới 90Hz;Android 14;;;;
xiaomi 14 civi;0.0;;;;;;8 GB;128 GB;;;;;;;;
vivo y35 plus;0.0;6.64 inches;;50MP;8MP;;16 GB;512 GB;4,900 mAh;;;;;;;
honor x50i+;0.0;6.7 inches;;Camera kép 108MP + 2MP;8MP;;6 GB;128 GB;4,500 mAh;1080 x 2412 pixels;;;;;;
samsung galaxy f34;0.0;6.46 inches;;Camera chính: 50MP Camera ống kính góc siêu rộng 8MP  Camera cảm biến: 2MP;13MP;Exynos 1280;6 GB;128 GB;6,000 mAh;;Tần số quét 120HzKính cường lực Gorilla Glass 5;Android 13;;;;
realme gt neo 2;0.0;6.62 inches;Super AMOLED;Camera góc rộng: 64 MP, f/1.8 PDAF  Camera góc siêu rộng: 8 MP, f/2.3,  Camera cận cảnh: 2 MP, f/2.4, (macro);16 MP, f/2.5;SM8250-AC Snapdragon 870 5G (7 nm);8 GB;128 GB;Li-Po 5000 mAh;1080 x 2400 pixels (FullHD+);120Hz;Android 11, Realme UI 2.0;;;;
vivo y52t;0.0;6.51 inches;IPS LCD;Camera góc rộng: 13 MP, f/2.2, 26mm, PDAF  Máy ảnh Macro: 2 MP, f/2 .4;Camera góc rộng: 8 MP, f/2.0;MediaTek MT6833 Mật độ 700 (7 nm);8 GB;128 GB;5000 mAh;720 x 1600 pixel;;Android 12;;;;
redmi note 11 se;0.0;6.43 inches;IPS LCD;Camera góc rộng: 64 MP, f/1.9, PDAF  Camera macro: 2 MP, f/2.4  Camera góc siêu rộng: 8MP, f/2.2, 118 ° FOV  Cảm biến độ sâu: 2MP, f/2.4;"Camera góc rộng: 13 MP, f/2.45, 1 / 4.0 "", 1.12µm";MediaTek Helio G95;6 GB;64 GB;5000 mAh;1080 x 2400 pixels (FullHD+);IPS LCD, 90Hz, 400 nits (typ);Android 11;;;;
samsung galaxy a13;0.0;6.6 inches;IPS LCD;50MP + 5MP + 2MP + 2MP;8MP;Exynos 850 8 nhân;6 GB;128 GB;Li-Po 5000 mAh;720 x 1600 pixel;Tần số quét 60 Hz, Kính cường lực Corning Gorilla Glass 5;Android 12;;;;
vivo x60 pro+;0.0;6.56 inches;AMOLED;50 MP + 8 MP + 32 MP + 48 MP;32 MP;Qualcomm SM8350 Snapdragon 888 (5 nm);8 GB;128 GB;Li-Po 4200 mAh;1080 x 1620 pixels (FullHD+);120Hz HDR10+Độ sáng 1300 nits;Android 11, OriginOS 1.0;;;;
vivo s15e;0.0;6.4 inches;AMOLED;50 MP, f/1.8, 26mm (wide), PDAF13 MP, f/2.2, (ultrawide)2 MP, f/2.4, (macro);50 MP, f/2.0, (wide), AF;Exynos 1080 (5 nm);8 GB;128 GB;Li-Po 4700 mAh;1080 x 2400 pixels (FullHD+);90Hz, HDR10+;Android 12, Origin OS Ocean;;;;
xiaomi civi;0.0;;;;;Snapdragon 778G 5G 8 nhân;4 GB;128 GB;4500 mAh;;;Android 11;;;;
xiaomi redmi 9 activ;0.0;6.53 inches;;13MP, f/2.2 2  2MP, f/2.4;5MP, f/2.2;MediaTek Helio G35;4 GB;64 GB;5000mAh;720 x 1600 pixel;NTSC 70% , 400 nit (typ);Android 11;;;;
xiaomi 12s ultra;0.0;6.73 inches;AMOLED;Camera góc rộng:  50.3 MP, f/1.9, PDAF, OIS   Tele kính tiềm vọng: 48 MP, f / 4.1, PDAF, OIS, zoom quang 5x Camera góc siêu rộng: 48 MP, f / 2.2;Camera góc rộng: 32 MP, f/2.5;Snapdragon 8+ gen 1 (4 nm);8 GB;256 GB;Li-Po 4860 mAh;1440 x 3200 pixels (QHD+);Corning Gorilla Glass Victus, HDR10+, Dolby Vision;Android 12, MIUI 13;;;;
vivo y32t;0.0;6.51 inches;IPS LCD;Camera kép: Chính 13 MP + macro 2 MP.;8 MP;Helio G70;8 GB;128 GB;5.000 mAh;;;;;;;
oppo f17;0.0;6.44 inches;Super AMOLED, 16 triệu màu.;"16 MP, f/2.2, (wide), 1/3.06"", PDAF 8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)";"16 MP, f/2.0, (wide), 1/3.1""";Qualcomm SM6115 Snapdragon 662 (11 nm);4 GB;128 GB;Li-Po 4000 mAh, sạc nhanh 30W, VOOC 4.0;1080 x 2400 pixels (FullHD+);;Android 10, ColorOS 7.2;;;;
huawei nova 7 se;0.0;6.5 inches;LTPS IPS LCD, 16 triệu màu;64 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.4, 17mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth);16 MP, f/2.0, (wide);Kirin 820 5G (7nm);8 GB;128 GB;Li-Po 4000 mAh, Fast charging 40W, Reverse charging 5W;1080 x 2400 pixels (FullHD+);;Android 10, EMUI 10.1, no Google Play Services;;;;
vivo v29 lite;0.0;6.78 inches;AMOLED;Camera góc rộng: 64 MP, f/1.8, PDAF, OISCamera macro: 2 MP, f/2.4Camera đo độ sâu: 2 MP, f/2.4;Camera góc rộng: 16 MP, f/2.5;Snapdragon 695 5G (6 nm);8 GB;128 GB;5.000 mAh;1080 x 2400 pixels (FullHD+);Tần số quét 120Hz, 1300 nits;Android 13;;;;
tecno pova 8;0.0;;;;;;4 GB;128 GB;;;;;;;;
masstel hapi 15;0.0;5.45 inches;IPS LCD;5.0 MP;5.0 MP;Spreadtrum SC9832E;2 GB;16 GB;2500 mAh;720 x 1440 pixels;16 triệu màu, Cong 2.5D;Android 11 (Go Edition);;;;
redmi turbo 5 max;0.0;;OLED;50MP OIS + 8MP;;Dimensity 9500s;16 GB;;9000 mAh;;;Android 16;;;;
xiaomi mi mix fold;0.0;8.0 inches;AMOLED;108 MP + 8 MP + 13 MP;20 MP;Qualcomm SM8350 Snapdragon 888 5G (5 nm);16 GB;512 GB;Li-Po 5020 mAh;;;Android 10, MIUI 12;;;;
oppo reno8 pro plus;0.0;6.7 inches;AMOLED;Camerea gốc rộng: 50 MP, f/1.8, PDAF  Camera gốc siêu rộng: 8 MP, f/2.2, 112˚ Camera Macro: 2 MP, f/2.4;Camerea gốc rộng: 32 MP, f/2.4;MediaTek 8100-Max (5 nm);8 GB;256 GB;Li-Po 4500 mAh;1080 x 2412 pixels;;Android 12, ColorOS 12.1;;;;
oppo f17 pro;0.0;6.4 inches;Super AMOLED, 16 triệu màu, Corning Gorilla Glass 3+, độ sáng 430 nits;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (depth) 2 MP, f/2.4, (depth)";"16 MP, f/2.4, (wide), 1/3"", 1.0µm";Mediatek Helio P95 (12 nm);8 GB;128 GB;Li-Po 4015 mAh, sạc nhanh 30W, VOOC 4.0;1080 x 2400 pixels (FullHD+);;Android 10, ColorOS 7.2;;;;
vivo y73t;0.0;6.58 inches;IPS LCD;Camera góc rộng: 50MP, f/1.8, 26mm, PDAF  Camera Macro: 2 MP, f/2.4;Camera góc rộng: 8 MP, f/2.0;MediaTek MT6833 Mật độ 700 (7 nm);8 GB;128 GB;6000 mAh;1080 x 2408 pixels;;Android 11;;;;
xiaomi redmi note 11t;0.0;6.6 inches;IPS LCD;Camera góc rộng: 50 MP, f/1.8, PDAF  Camera góc siêu rộng: 8 MP, f/2.2, 119˚;16MP，1.0 μm，f/2.45;MediaTek Dimensity 810;6 GB;64 GB;5000mAh;1080 x 2400 pixels (FullHD+);Corning® Gorilla® Glass 3, 90Hz;MIUI 12.5, Android 11;;;;
realme gt 2;0.0;6.62 inches;AMOLED;Chính 50 MP & Phụ 8 MP, 2 MP;16 MP;Snapdragon 888;12 GB;256 GB;5.000 mAh;;;;;;;
xiaomi f9s;0.0;6.3 inches;;48 MP + 5 MP;13MP;Snapdragon 660;;32 GB;4000 mAh;1080 x 2340 pixels (FullHD+);;;;;;
redmi k50i;0.0;6.6 inches;IPS LCD;Camera góc rộng: 64 MP, PDAF  Camera góc cực rộng: 8 MP, 120˚   Macro:2 MP;Camera góc rộng: 16 MP;Mật độ MediaTek 8100 (5 nm);6 GB;128 GB;Li-Po 4400 mAh;2460x1080 pixels;HDR10, Dolby Vision, 650 nits (typ);Android 12, MIUI 13;;;;
vivo y74s;0.0;6.58 inches;IPS LCD;Camera góc rộng: 50 MP, f/1.8, 26mm, PDAF  Camera macro: 2 MP, f/2.4;8 MP, f/2.0;MediaTek Dimensity 810 5G 8 nhân;8 GB;256 GB;4100mAh;1080 x 2408 pixels;;Android 11, OriginOS;;;;
honor play 40c;0.0;6.6 inches;;13 MP;5 MP;Snapdragon 480 Plus;6 GB;128 GB;5,200 mAh;720 x 1612 (HD+);Tần số quét 90Hz, gam màu 70% NTSC;Android 13;;;;
htc a102;0.0;11 inches;IPS LCD;20MP;8MP;MediaTek Helio G85;4 GB;128 GB;8000mAh;1200 x 2000 pixels;;Android 12;;;;
huawei nova 9 se;0.0;6.78 inches;IPS LCD;"108 MP, f/1.9, (wide), 1/1.52"", 0.7µm, PDAF  8 MP, f/2.2, 112˚ (ultrawide)  2 MP, f/2.4, (macro)  2 MP, f/2.4, (depth)";16 MP, f/2.2, 22mm (wide);Qualcomm SM6225 Snapdragon 680 4G (6 nm);8 GB;128 GB;Li-Po 4000 mAh;1080 x 2388 pixels;IPS LCD, 90Hz;Android 11, EMUI 12  Không có dịch vụ của Google Play;;;;
nokia c02;0.0;5.45 inches;IPS LCD;5 MP;2 MP;;2 GB;32 GB;3000 mAh;720 x 1440 pixels;;Android 12;;;;
oppo a16e;0.0;6.52 inches;;13 MP;5 MP, f/2.4, FOV 76°;MediaTek MT6762 8 nhân (Helio P22);3 GB;16 GB;4100 mAh;;Corning glass 3 (GG3);Android 11;;;;
oppo k9s;0.0;6.59 inches;IPS LCD;Camera góc rộng: 64 MP, f/1.8, PDAF  Camera góc siêu rộng: 8 MP, f/2.2  Camera macro: 2 MP, f/2.4;16 MP, f/2.4;Snapdragon 778G 5G (6 nm);4 GB;128 GB;Li-Po 5000 mAh;;;Android 11, ColorOS 11.3;;;;
oppo f19s;0.0;6.43 inches;AMOLED;Camera góc rộng: 48 MP, f/1.7, PDAF  Camera cận cảnh: 2 MP, f/2.4  Camera cảm biến độ sâu: 2 MP, f/2.4;16 MP, f/2.4;Qualcomm SM6115 Snapdragon 662 (11 nm);6 GB;128 GB;Li-Po 5000 mAh;1080 x 2400 pixels (FullHD+);;Android 11, ColorOS 11.1;;;;
realme note 9 prime;0.0;;;;;;4 GB;64 GB;;;;Android 11;;;;
oneplus ace pro;0.0;6.7 inches;AMOLED;Camera chính: 50MP  Camera góc siêu rộng: 8MP  camera macro: 2MP;32 MP;Snapdragon 8+ Gen 1;8 GB;;4.800 mAh;;;;;;;
masstel izi 25;0.0;2.4 inches;TFT LCD;;;Unisoc T107;;128 MB;1400 mAh;240 x 320 pixels;QVGA;;;;;
realme gt 5 pro se;0.0;6.74 inches;OLED;50 MP + 8 MP + 2 MP;16 MP;Qualcomm Snapdragon 8 Gen 3;8 GB;256 GB;4.700 mAh;1240 x 2772 pixels;Tần số quét 144 Hz;;;;;
huawei enjoy 20;0.0;6.5 inches;LTPS IPS LCD capacitive touchscreen, 16M colors;64 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.4, 17mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth);16 MP, f/2.0, (wide);Kirin 820 5G (7nm);8 GB;128 GB;Li-Po 4000 mAh;1080 x 2400 pixels (FullHD+);;Android 10, EMUI 10.1, no Google Play Services;;;;
realme v13;0.0;6.52 inches;IPS LCD;16 MP;64 MP + 8 MP + 2 MP;MediaTek Dimensity 800U MT6853V;6 GB;64 GB;4310 mAh;1080 x 2400 pixels (FullHD+);;Android 10;;;;
realme narzo n55;0.0;;;;;;4 GB;64 GB;;;;;;;;
oppo f23;0.0;6.72 inches;;Camera chính: 64MP;;;;;;;;;;;;
samsung galaxy m23;0.0;6.6 inches;TFT LCD;50.0 MP + 8.0 MP + 2.0 MP;8.0 MP, F2.2;;4 GB;128 GB;Li-Po 5000 mAh;1080 x 2408 pixels;;Android 12, One UI 4.1;;;;
xiaomi 12i hypercharge;0.0;6.66 inches;OLED;Camera chính: HPX 200 MP có OIS   Camera góc rộng: 8MP   Camera Macro: 2MP;;Dimensity 1080;8 GB;128 GB;5.000 mAh;;Tần số quét 120Hz;;;;;
honor play 7t;0.0;6.74 inches;IPS LCD;Camera góc rộng: 50 MP, f/1.8, PDAFCamera đo độ sâu: 2 MP, f/2.4;Camera góc rộng: 5 MP, f/2.2;Mediatek Dimensity 6020 (7 nm);8 GB;128 GB;6000 mAh;720 x 1600 pixel;Tần số quét 90Hz;Android 12;;;;
vivo x100s;0.0;6.78 inches;LTPO AMOLED;50 MP, 64 MP, 50 MP;32 MP;MediaTek Dimensity 9300+ (4 nm);16 GB;1 TB;5100 mAh;2800 × 1260 pixels;Độ phân giải 4k(1440 x 3200 pixels)Tỷ lệ 20:9Tốc độ làm mới 120Hz, 3000 nits;Android 14;;;;
oppo a77;0.0;6.56 inches;IPS LCD;Camera gốc rộng: 48 MP, f/1.7  Camera gốc sâu: 2 MP, f/2.4,;Camera gốc rộng: 8 MP, f/2.0;MediaTek Dimensity 810 5G 8 nhân;6 GB;128 GB;Li-Po 5000 mAh;720 x 1612 (HD+);90Hz, 480 nits (typ);Android 12, ColorOS 12.1;;;;
asus rog phone 8;0.0;6.7 inches;AMOLED;"Camera góc rộng: 64 MP, f/1.8, 1/1.72"", 0.8 µm, PDAFCamera góc siêu rộng: 13 MP, f/2.4, 125 độ, 11 mmCamera macro: 5 MP, f/2.0";;Snapdragon 888 5G;12 GB;256 GB;6.000 mAh;1080 x 2400 pixels (FullHD+);Tần số quét 165 Hz;;;;;
huawei y6s 2019;0.0;6.1 inches;;;;;;32 GB;;;;9;;;;
vivo s17t;0.0;6.78 inches;AMOLED;"Camera góc rộng: 50 MP, f/1.9, 1/1.56"", 1.0µm, PDAF, OISCamera góc siêu rộng: 8 MP, f/2.2";Camera góc rộng: 50 MP, f/2.0, 22mm, AF;Mediatek Dimensity 8050 (6 nm);12 GB;512 GB;4600 mAh;;Tần số quét 120Hz, HDR10+Corning Gorilla Glass;Android 13;;;;
honor 80;0.0;;;200 MP;;Snapdragon 8 Gen 1;12 GB;;;;;;;;;
oppo reno9 lite;0.0;6.55 inches;AMOLED;64 MP + 8 MP + 5 MP;16 MP;MediaTek Dimensity 1200;8 GB;128 GB;5.000 mAh;;Tần số quét 90 Hz;;;;;
honor play 7t pro;0.0;6.7 inches;IPS LCD;Camera góc rộng: 50MP, f/1.8, PDAFCamera đo độ sâu: 2MP, f/2.4;Camera góc rộng: 8MP, f/2.0;Mediatek Dimensity 6020 (7 nm);8 GB;128 GB;4000 mAh;1080 x 2388 pixels;Tần số quét 90Hz;Android 12;;;;
oppo k9 pro;0.0;6.43 inches;AMOLED;64MP + 8MP+ 2MP;16MP;Dimensity 1200;8 GB;128 GB;4,500 mAh;;;Android 11;;;;
realme narzo 9i;0.0;6.6 inches;;50 MP + 8 MP + 2 MP;16GB;Qualcomm Snapdragon 680;4 GB;64 GB;5.000 mAh;;90 Hz;;;;;
huawei enjoy 20 plus;0.0;6.5 inches;IPS LCD capacitive touchscreen, 16M colors;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, 120˚ (ultrawide) 2 MP, f/2.4, (macro)";16 MP, f/2.0;Đang cập nhật;8 GB;128 GB;Đang cập nhật;1080 x 2400 pixels (FullHD+);;Android 10, EMUI 10.1, no Google Play Services;;;;
oppo k9x;0.0;6.5 inches;IPS LCD;Camera chính64 MP, f/1.8, PDAF  Camera góc siêu rộng: 8 MP, f/2.2  Camera chân dung: 2 MP, f/2.4;16 MP, f/2.4;MediaTek Dimensity 810 5G (6 nm);6 GB;128 GB;Li-Po 5000 mAh;1080 x 2400 pixels (FullHD+);90Hz;Android 11, ColorOS 11.X;;;;
vivo y21t;0.0;5.5 inches;;50MP + 2MP + 2MP;;;6 GB;128 GB;5,000 mAh;;;Android 11, Funtouch OS 12;;;;
xiaomi 12 ultra;0.0;6.9 inches;Super AMOLED;Chính 50 MP & Phụ 48 MP, 20 MP, 12 MP;Chính 32 MP & Phụ 8 MP;Snapdragon 895 8 nhân;8 GB;128 GB;5000 mAh;1440 x 2560 pixels;;Android 11;;;;
xiaomi civi 2;0.0;;OLED;Chính 64 MP & Phụ 8 MP, 2 MP;32 MP;Snapdragon 778G+ 5G 8 nhân;8 GB;128 GB;4500 mAh55 W;;;Android 12;;;;
masstel x6;0.0;5.45 inches;;8MP + 0.3MP;5MP;MediaTek MTK6580A;1 GB;16 GB;2.200 mAh;;Mặt kính 2.5D;Android Go;;;;
vivo x70t pro;0.0;6.44 inches;AMOLED;;32 MP;MediaTek Dimensity 1200;8 GB;128 GB;5.000 mAh;1080 x 2400 pixels (FullHD+);HDR10+, 120Hz;Android 11;;;;
samsung galaxy fold5;0.0;7.6 inches;Dynamic AMOLED 2X;Camera chính: 50MP, f/1.8Camera góc siêu rộng: 12MP, f/2.2Camera tele zoom 3x: 12 MP, f/2.2;Camera bên ngoài:10 MP, f/2.2  Camera bên trong: 4 MP;Snapdragon 8 Gen 2;12 GB;512 GB;4400 mAh;;Màn hình chính rộng: 7,6 inch Màn hình ngoài rộng: 6,2 inch Tốc độ làm mới 120Hz;Android 13;;;;
vivo t2;0.0;6.62 inches;AMOLED;64 MP, f/1.9, (Camera góc rộng), PDAF, OIS 8 MP, f/2.2, 116˚ (Camera góc siêu rộng)2 MP, f/2.4, (Camera Macro);16 MP, f/2.0, (Camera góc rộng);Qualcomm SM8250-AC Snapdragon 870 5G (7 nm);8 GB;128 GB;Li-Po 4700 mAh (Không thể tháo rời);1080 x 2400 pixels (FullHD+);AMOLED, 120Hz  HDR10+, 1300 nits;Android 12, Origin OS Ocean;;;;
sharp rouvo v;0.0;6.5 inches;;8MP;5MP;MediaTek Helio A22;3 GB;32 GB;3,500 mAh;;Tần số quét 60Hz;;;;;
honor magic 7 pro;0.0;6.8 inches;LTPO OLED;Camera chính: 50MP, f/1.4-f/2.0Tele 200MPUltra-wide 50MP;50MP;Snapdragon 8 Elite;16 GB;1 TB;5850 mAh;2800 x 1280 pixels;Độ phân giải 2K+, Tần số quét 1-120Hz, HDR với độ sáng đỉnh 5000 nits, toàn màn hình 1600 nits (~453 ppi);MagicOS 9.0.1 (Android 15);;;;
honor 600;0.0;6.57 inches;;;;;;;Khoảng 9.000 mAh;;;;;;;
htc wildfire e star;0.0;6.5 inches;;8MP;5MP;Unisoc SC9832E;2 GB;16 GB;3,000 mAh;720 x 1600 pixel;;Android 12 Go;;;;
vivo y100a;0.0;6.38 inches;AMOLED;Camera chính: 64 MPCamera đo chiều sâu: 2 MPCamera macro: 2 MP;16 MP;Dimensity 920;8 GB;256 GB;4.500 mAh;;;Android 13;;;;
huawei p50 pro+;0.0;6.3 inches;OLED;;;;8 GB;256 GB;Li-Po;1080 x 2340 pixels (FullHD+);;Android 10, EMUI 11, không có Dịch vụ của Google Play;;;;
oppo reno5 lite;0.0;6.43 inches;AMOLED;48 MP + 8 MP + 2 MP + 2 MP;32 MP;Mediatek MT6779V Helio P95 (12 nm);8 GB;128 GB;Li-Po 4310 mAh;1080 x 2400 pixels (FullHD+);;Android 11, ColorOS 11.1;;;;
vivo y18s;0.0;;;;;;8 GB;256 GB;;;;;;;;
vivo y10;0.0;6.51 inches;;Chính 13 MP & Phụ 2 MP;8 MP;MediaTek Helio P35 8 nhân;4 GB;128 GB;5000 mAh;;;;;;;
htc u11;0.0;5.5 inches;;12 MP;16 MP;Snapdragon 835 8 nhân;6 GB;128 GB;3000 mAh;1440 x 2560 pixels;Kính cường lực Corning Gorilla Glass 5;Android 13;;;;
realme v3;0.0;6.5 inches;IPS LCD capacitive touchscreen, 16M colors;13 MP, f/2.2, 26mm (wide), PDAF 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth);8 MP, f/2.0, 26mm (wide);MediaTek Dimensity 720 5G (7 nm);6 GB;64 GB;Li-Po 5000 mAh, Fast charging 18W;720 x 1600 pixel;;Android 10, realme UI;;;;
nubia red magic 7 pro;0.0;6.8 inches;AMOLED;Camera góc rộng: 64 MP, f /1.8  Camera góc siêu rộng: 8 MP, f /2.2  Camera macro: 2 MP, f / 2.4,;Camera góc rộng: 16 MP, f / 2.0;Qualcomm SM8450 Snapdragon 8 gen 1 (4 nm);16 GB;256 GB;Li-Po 5000 mAh;1080 x 2400 pixels (FullHD+);Corning Gorilla Glass 5;Android 12, Redmagic 5.0;;;;
oppo f11 pro;0.0;;;;;;;;;;;;;;;
samsung galaxy m31s;0.0;6.5 inches;Super AMOLED capacitive touchscreen, 16M colors, Corning Gorilla Glass 3;"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF 12 MP, f/2.2, 123˚ (ultrawide) 5 MP, f/2.4, (macro) 5 MP, f/2.4, (depth)";"32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm";Exynos 9611 (10nm);6 GB;128 GB;Li-Po 6000 mAh, Fast charging 25W;1080 x 2400 pixels (FullHD+);;Android 10, One UI 2.0;;;;
xiaomi redmi k50 ultra;0.0;6.66 inches;OLED;Camera gốc rộng: 50 MP, f/1.9 Camera gốc siêu rộng: 8 MP, f/2.2, 120˚ Camera macro: 2 MP, f/2.4;20 MP, f/2.4;Snapdragon 8+ gen 1 (4 nm);8 GB;128 GB;Li-Po 5000 mAh;1080 x 2400 pixels (FullHD+);OLED, 1B màu, 120Hz, HDR10 +, 800 nits (HBM);Android 12, MIUI 13;;;;
vivo y77t;0.0;6.53 inches;IPS LCD;"Camera góc rộng: 48MP, f/1.8, 25mm, 1/2.0"", 0.8µm, PDAF  Camera đo độ sâu: 2MP, f/2.4  Camera macro: 2MP, f/2.4";Camera góc rộng: 8MP, f/2.0;Exynos 880 (8 nm);6 GB;128 GB;4500 mAh;1080 x 2340 pixels (FullHD+);;Android 10;;;;
oppo reno12 fs;0.0;;;;;;12 GB;256 GB;;;;;;;;
vivo x100 ultra;0.0;6.78 inches;LTPO AMOLED;50 MP, 200MP, 50 MP;50MP;Snapdragon 8 Gen 3;16 GB;1 TB;5500 mAh;1440 x 3200 pixels (QHD+);Độ phân giải 4k(1440 x 3200 pixels)Tỷ lệ 20:9Tốc độ làm mới 120Hz, 3000 nits;Android 14;;;;
vivo s15;0.0;6.62 inches;AMOLED;"64 MP, f/1.9, 25mm (Camera góc rộng), 1/1.72"", PDAF, OIS8 MP, f/2.2, 16mm, 120˚ (Camera góc siêu rộng)2 MP, f/2.4, (Camera Macro)";32 MP, f/2.0, (Camera góc rộng);Qualcomm SM8250-AC Snapdragon 870 5G (7 nm);8 GB;128 GB;Li-Po 4500 mAh (Không thể tháo rời);1080 x 2400 pixels (FullHD+);AMOLED 120Hz  HDR10+  1300 nits;Android 12, Origin OS Ocean;;;;
vivo y33e;0.0;6.51 inches;IPS LCD;Camera gốc rộng: 13 MP, f /2.2, 26mm, Macro: PDAF 2 MP, f /2.4;Camera gốc rộng: 8 MP, f /2.0;MediaTek MT6833 Mật độ 700 (7 nm);4 GB;128 GB;Li-Po 5000 mAh;720 x 1600 pixel;;Android 12, Origin OS Ocean;;;;
xiaomi 12 lite;0.0;6.55 inches;AMOLED;Camera góc rộng: 108 MP, f/1.9, PDAF Camera góc siêu rộng: 8 MP, f/2.2, 120˚ Camera macro: 2 MP, f/2.4;Camera góc rộng: 32 MP, f/2.5;Snapdragon 778G 5G 6 nm;6 GB;128 GB;Li-Po 4300 mAh;1080 x 2400 pixels (FullHD+);120 Hz, Dolby Vision®, HDR10+, Corning® Gorilla® Glass 5, TrueColor;Android 12, MIUI 13;;;;
xiaomi redmi 10 prime;0.0;6.5 inches;;Chính 50 MP & Phụ 8 MP, 2 MP;8MP;MediaTek Helio G88 8 nhân;6 GB;128 GB;5000 mAh;;;;;;;
realme x7 pro;0.0;6.55 inches;AMOLED capacitive touchscreen, 16M colors, 120Hz;"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.3, 119˚, 16mm (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)";"32 MP, f/2.2, (wide), 1/2.8"", 0.8µm";Mediatek Dimensity 1000+ (7nm);8 GB;256 GB;Li-Po 4500 mAh, Fast charging 65W;1080 x 2400 pixels (FullHD+);;Android 10, Realme UI;;;;
vivo v30e se;0.0;;;;;;;;5.000 mAh;;;;;;;
masstel lux 10;0.0;2.4 inches;TFT LCD;;;Unisoc T107;;128 MB;1400 mAh;240 x 320 pixels;QVGA;;;;;
nokia x21;0.0;6.7 inches;OLED;Camera chính 64 MP  Ống kính siêu rộng 13 MP  Ống kính ToF;16 MP;Snapdragon 695;6 GB;128 GB;5.000mAh;1920 x 1080 pixels (FullHD);Màn hình OLED, 120Hz;;;;;
masstel x5;0.0;5.45 inches;IPS LCD;8MP;5MP;Spreadtrum SC7731E;1 GB;8 GB;3200mAh;720 x 1440 pixels;16 triệu màu, Cong 2.5D;Android 8.1 Oreo (Go Edition);;;;
samsung galaxy m53;0.0;6.7 inches;AMOLED;Chính 64 MP & Phụ 12 MP, 8 MP, 5 MP;32 MP;Dimensity 900;8 GB;128 GB;5000 mAh;;;;;;;
vivo y21e;0.0;6.51 inches;IPS LCD;13MP (f /2.2) + 2MP (f /2.4);8MP f/1.8;Snapdragon™ 680 Mobile Platform (6nm);3 GB;64 GB;5000mAh (TYP);1600 x 720 pixels (HD+);;Funtouch OS 12;;;;
masstel izi 11;0.0;1.77 inches;IPS LCD;;;UMS9117;;128 MB;1000 mAh;128 x 160 pixels;QQVGA;;;;;
